site,site_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Victoria Topaz,000100304,3.0,4.0,5.0,9.0,9.0,6.0,7.0,6.0,8.0,9.0,14.0,16.0,6.0,6.0,8.0,9.0,14.0,28.0,13.0,12.0,12.0,10.0,8.0,8.0
Victoria Topaz,000100304,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Colwood City Hall,000100308,4.0,7.0,5.0,4.0,6.0,5.0,4.0,3.0,4.0,3.0,3.0,18.0,11.0,10.0,6.0,5.0,7.0,5.0,4.0,7.0,17.0,2.0,4.0,7.0
Colwood City Hall,000100308,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Kamloops Federal Bu,000100401,14.3,13.3,17.0,5.7,5.9,5.2,4.9,5.0,4.0,3.7,3.7,3.2,3.7,4.5,5.4,6.7,5.7,5.4,7.2,7.9,9.4,10.5,11.5,14.0
Kamloops Federal Bu,000100401,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Abbotsford,000101003,6.7,6.7,7.4,8.0,8.6,11.0,9.5,12.1,14.8,33.0,58.3,71.9,89.0,66.0,74.5,57.7,48.7,49.5,32.7,25.0,24.6,18.3,10.8,8.6
Abbotsford,000101003,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Abbotsford Airport,000101005,8.6,14.8,13.8,13.0,10.5,9.8,11.5,12.6,14.1,20.8,50.0,67.5,65.9,64.9,70.9,70.0,58.7,44.1,35.7,28.3,24.6,20.3,11.1,9.9
Abbotsford Airport,000101005,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Chilliwack,000101101,6.0,6.5,11.8,39.8,19.6,44.6,29.5,27.6,22.3,22.6,12.8,9.3,10.5,11.0,31.3,32.2,25.5,40.0,53.5,36.0,21.8,15.8,13.1,9.5
Chilliwack,000101101,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Pitt Meadows,000101202,7.0,8.1,8.6,8.1,7.5,7.0,6.7,6.5,5.9,5.7,6.0,5.7,10.0,18.1,24.8,18.8,21.0,31.1,37.2,34.1,22.1,30.3,36.2,31.1
Pitt Meadows,000101202,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Langley,000101301,9.5,9.0,7.9,7.2,6.7,6.2,5.7,5.7,6.0,5.5,7.2,6.2,8.1,11.4,22.3,39.2,25.0,21.8,17.3,21.1,30.1,33.8,16.6,10.5
Langley,000101301,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Hope,000101401,17.3,13.8,8.9,8.9,8.5,8.0,8.5,6.4,7.0,6.7,6.9,4.5,5.4,6.0,6.4,5.7,8.9,15.0,35.5,45.3,74.2,54.7,34.8,26.0
Hope,000101401,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
SQUAMISH ELEMENTARY,000101603,7.2,5.4,4.5,4.4,4.7,5.4,6.0,7.0,7.5,8.8,10.8,9.6,10.9,10.6,10.5,10.1,11.5,11.0,13.3,17.8,19.1,16.8,15.3,14.5
SQUAMISH ELEMENTARY,000101603,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Nanaimo Labieux Roa,000102102,3.0,2.0,4.0,4.0,2.0,5.0,5.0,4.0,2.0,1.0,1.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,5.0,8.0,7.0,5.0,12.0
Nanaimo Labieux Roa,000102102,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Harmac Cedar Woodba,000102103,6.0,5.0,8.0,8.0,6.0,6.0,4.0,0.0,1.0,5.0,13.0,15.0,12.0,15.0,10.0,6.0,6.0,3.0,3.0,0.0,1.0,8.0,6.0,10.0
Harmac Cedar Woodba,000102103,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Powell River James,000102303,4.2,4.0,4.0,3.8,3.7,3.7,3.7,3.8,3.8,4.0,4.0,4.9,4.2,4.4,4.2,4.4,4.2,5.0,4.7,5.0,5.0,4.7,5.0,5.9
Powell River James,000102303,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
TERRACE SKEENA MIDD,000102503,3.7,4.2,4.5,4.9,4.5,4.7,5.0,4.5,4.0,3.7,2.7,1.8,2.1,2.2,2.3,2.2,2.2,2.1,2.7,2.7,3.2,3.7,4.0,4.4
TERRACE SKEENA MIDD,000102503,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Port Alberni Elemen,000102602,3.0,2.0,3.0,6.0,7.0,13.0,7.0,6.0,14.0,17.0,16.0,18.0,36.0,38.0,29.0,6.0,18.0,23.0,14.0,8.0,8.0,10.0,10.0,10.0
Port Alberni Elemen,000102602,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Williams Lake Colum,000102701,3.7,6.4,8.1,8.4,10.8,10.9,10.1,10.0,10.9,11.8,11.0,12.3,12.8,10.1,5.4,2.2,1.1,1.1,1.1,1.0,1.0,1.0,0.8,1.0
Williams Lake Colum,000102701,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Elk Falls Dogwood,000102801,0.0,0.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.2,1.5,0.9,1.0,1.8,1.8,0.6,0.0,0.0,-999,0.0,0.6,0.0,0.0
Elk Falls Dogwood,000102801,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G
Golden Helipad,000103202,6.2,7.4,7.0,7.0,7.5,7.9,9.0,9.1,9.5,11.8,10.5,9.5,10.0,9.1,8.0,4.7,4.0,4.2,4.2,4.5,4.5,4.7,4.5,5.5
Golden Helipad,000103202,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Castlegar Zinio Par,000103502,7.2,10.8,12.5,13.0,10.5,14.1,14.0,12.5,15.0,10.5,13.0,10.0,7.4,7.5,13.1,11.5,9.9,7.0,4.4,6.0,11.6,9.0,10.4,8.6
Castlegar Zinio Par,000103502,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Agassiz,000103601,9.8,11.3,13.3,17.5,17.5,21.8,17.3,11.5,11.1,8.0,7.5,6.5,7.7,7.0,9.5,11.1,43.2,29.6,35.2,45.1,32.2,25.6,23.8,23.6
Agassiz,000103601,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Kitimat Riverlodge,000103901,7.0,6.0,5.0,2.0,2.0,10.0,6.0,3.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,5.0,5.0,5.0,9.0
Kitimat Riverlodge,000103901,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Kitimat Haul Road,000103902,18.0,7.0,5.0,9.0,6.0,2.0,2.0,2.0,3.0,0.0,0.0,4.0,3.0,0.0,6.0,11.0,8.0,12.0,8.0,26.0,20.0,14.0,11.0,19.0
Kitimat Haul Road,000103902,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
KITIMAT WHITESAIL,000103904,0.0,2.0,2.0,7.0,6.0,4.0,3.0,2.0,4.0,3.0,5.0,5.0,3.0,4.0,2.0,0.0,0.0,3.0,5.0,3.0,3.0,6.0,6.0,6.0
KITIMAT WHITESAIL,000103904,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Kitimat Haisla Vill,000103905,3.0,3.0,3.0,2.0,1.0,0.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,5.0,4.0,2.0,2.0,2.0,4.0
Kitimat Haisla Vill,000103905,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Vernon Science Cent,000104003,5.5,6.7,6.4,6.9,5.5,5.2,5.5,5.7,5.7,7.5,9.4,8.5,3.7,-999,3.7,3.7,3.8,3.7,3.6,3.3,3.7,3.3,4.0,5.0
Vernon Science Cent,000104003,G,G,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G,G,G,G,G,G,G
Grand Forks City Ha,000104101,15.9,13.9,14.4,10.1,9.4,7.5,7.2,9.4,6.2,5.2,5.0,4.2,2.8,3.1,2.7,2.6,2.2,1.8,1.8,2.1,3.0,4.5,5.7,9.0
Grand Forks City Ha,000104101,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Duncan Deykin Avenu,000104801,3.0,6.0,7.0,7.0,7.0,5.0,7.0,5.0,3.0,4.0,2.0,1.0,7.0,9.0,6.0,3.0,3.0,4.0,3.0,2.0,2.0,9.0,6.0,3.0
Duncan Deykin Avenu,000104801,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Duncan College Stre,000104804,4.0,6.0,6.0,9.0,9.0,17.0,15.0,8.0,1.0,16.0,1.0,4.0,4.0,4.0,6.0,7.0,7.0,8.0,8.0,10.0,11.0,11.0,11.0,8.0
Duncan College Stre,000104804,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Whistler Meadow Par,000105001,-999,-999,-999,-999,-999,0.0,0.0,0.0,0.0,0.0,2.0,8.0,14.0,21.0,21.0,30.0,28.0,16.0,6.0,6.0,6.0,6.0,3.0,-999
Whistler Meadow Par,000105001,M,M,M,M,M,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M
Houston Firehall,000105101,3.1,4.7,5.2,4.7,5.2,7.4,5.7,6.4,4.2,3.7,4.9,4.7,5.7,4.5,3.8,3.6,3.7,3.3,3.7,4.9,4.2,4.2,4.9,5.7
Houston Firehall,000105101,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Burns Lake Fire Cen,000105201,8.5,8.3,8.9,9.5,7.5,5.7,5.4,4.2,3.7,3.3,2.6,3.0,2.6,3.7,4.4,6.5,7.5,8.8,9.1,10.0,12.0,13.5,17.1,23.1
Burns Lake Fire Cen,000105201,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Langdale Elementary,000105301,3.7,3.7,3.6,3.6,3.7,-999,-999,4.0,3.8,4.0,4.2,5.4,6.5,6.7,5.5,6.9,12.0,12.5,10.0,8.6,8.0,9.0,11.0,16.6
Langdale Elementary,000105301,G,G,G,G,G,M,M,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
FORT ST JOHN LEARNI,000105504,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
FORT ST JOHN LEARNI,000105504,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
Crofton Substation,000106701,1.0,3.0,6.0,5.0,4.0,2.0,4.0,4.0,2.0,4.0,5.0,3.0,3.0,4.0,4.0,2.0,0.0,0.0,2.0,8.0,10.0,14.0,12.0,13.0
Crofton Substation,000106701,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Vanderhoof Courthou,000106900,6.0,7.9,9.0,6.0,6.0,4.0,4.0,5.0,6.0,7.0,10.8,24.3,30.6,16.6,6.5,5.0,3.1,3.0,4.0,5.0,5.0,3.1,2.0,6.7
Vanderhoof Courthou,000106900,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Courtenay Elementar,000107100,3.0,4.0,8.0,6.0,8.0,7.0,11.0,9.0,5.0,13.0,11.0,7.0,4.0,4.0,6.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0
Courtenay Elementar,000107100,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
FAIRHOPE,010030010,2.2,3.2,3.7,2.7,2.3,9.3,4.9,2.3,7.5,9.8,10.0,1.5,2.0,10.0,7.5,5.4,5.0,0.2,5.9,3.2,10.0,5.4,7.5,7.0
FAIRHOPE,010030010,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
ASHLAND,010270001,17.0,13.0,9.1,9.6,9.8,10.5,7.0,8.5,2.0,4.0,7.5,9.4,12.9,11.8,14.8,13.0,11.9,13.8,18.1,24.5,20.3,25.3,25.8,21.8
ASHLAND,010270001,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
GADSDEN,010550010,17.0,20.0,16.0,20.0,15.0,21.0,17.0,11.0,17.0,16.0,19.0,45.0,25.0,29.0,24.0,29.0,25.0,24.0,21.0,22.0,15.0,14.0,19.0,21.0
GADSDEN,010550010,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
NO. BHAM,010730023,20.0,21.3,24.5,22.3,18.8,17.0,21.3,22.3,18.8,19.8,20.1,22.3,25.3,25.3,27.3,30.3,30.3,30.5,30.3,31.3,32.1,33.8,35.2,36.1
NO. BHAM,010730023,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
MCADORY,010731005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCADORY,010731005,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
LEEDS,010731010,14.8,14.4,14.0,13.1,12.5,12.0,12.0,11.5,10.4,10.6,13.1,17.3,20.1,19.3,18.1,21.1,22.1,21.8,22.6,22.5,23.6,27.6,32.1,37.6
LEEDS,010731010,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
WYLAM,010732003,14.4,13.4,13.6,13.6,12.1,11.5,17.3,39.3,24.1,22.3,16.1,18.3,14.5,8.8,15.0,13.8,17.3,18.1,20.6,24.3,25.8,26.5,27.6,27.0
WYLAM,010732003,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
CORNER,010735003,13.9,14.0,14.4,12.5,13.3,14.0,14.0,13.9,13.4,12.9,19.3,20.5,18.8,11.4,9.0,14.0,24.3,22.0,23.8,32.3,29.6,35.3,32.6,28.8
CORNER,010735003,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Shuttlesworth,010736004,9.3,10.6,11.0,11.9,10.4,10.3,10.4,14.1,12.0,11.6,10.6,29.1,16.1,15.5,17.3,20.0,21.1,21.0,21.1,20.8,21.6,24.1,26.8,26.3
Shuttlesworth,010736004,G,G,G,G,G,G,G,G,G,G,B,B,B,G,G,G,G,G,G,G,G,G,G,G
Huntsville Old Airp,010890014,19.1,19.8,20.0,20.1,20.5,20.6,20.5,20.8,24.5,24.8,23.6,23.3,20.8,19.8,21.1,22.0,20.6,18.0,16.8,17.8,21.1,22.8,23.6,24.0
Huntsville Old Airp,010890014,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Chickasaw,010970003,6.0,6.7,7.2,2.6,1.0,8.5,5.4,6.5,3.5,6.2,6.7,5.2,3.7,7.2,6.5,3.2,9.0,6.5,10.6,9.6,8.6,8.8,4.5,9.4
Chickasaw,010970003,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
MONTG,011011002,9.5,11.9,6.0,11.0,10.3,7.5,7.5,8.0,8.4,13.5,12.6,12.5,15.0,19.3,13.5,15.0,14.8,1.1,16.6,20.5,11.1,12.0,9.3,10.1
MONTG,011011002,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
DECATUR,011030011,17.6,17.5,10.1,14.4,13.0,14.0,16.8,17.1,11.0,14.4,19.1,22.8,23.6,18.6,24.8,14.0,18.6,17.8,19.5,14.1,15.0,18.0,18.0,17.6
DECATUR,011030011,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Ward,011190003,1.3,3.0,7.4,0.0,6.0,0.4,4.5,-1.5,5.7,10.5,7.2,11.9,13.5,11.6,10.5,8.6,7.0,11.3,6.5,12.0,9.8,13.9,15.9,12.0
Ward,011190003,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Duncanville Middle,011250011,11.8,10.4,15.0,14.0,11.0,8.3,13.8,8.5,2.7,16.0,11.1,14.8,13.8,18.0,12.8,13.4,21.1,13.3,14.5,18.8,16.5,22.0,34.2,21.3
Duncanville Middle,011250011,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Garden,020200018,4.0,6.0,6.0,5.0,2.0,9.0,7.0,3.0,2.0,-1.0,2.0,5.0,1.0,-2.0,5.0,4.0,0.0,1.0,-999,-999,2.0,1.0,2.0,2.0
Garden,020200018,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M,M,G,G,G,G
NCore,020900034,2.0,3.0,3.0,1.0,2.0,4.0,4.0,2.0,-1.0,0.0,0.0,1.0,3.0,4.0,6.0,4.0,7.0,7.0,5.0,4.0,4.0,3.0,7.0,6.0
NCore,020900034,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Hurst Road,020900035,2.0,2.0,1.0,-1.0,-1.0,0.0,2.0,1.0,4.0,6.0,4.0,0.0,-2.0,4.0,4.0,2.0,1.0,3.0,3.0,2.0,4.0,11.0,8.0,8.0
Hurst Road,020900035,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Floyd Dryden,021100004,1.6,1.6,2.3,3.0,3.5,4.5,6.4,3.7,3.6,3.5,2.3,1.8,1.8,2.0,2.5,1.6,2.6,2.7,2.7,2.5,2.5,1.5,1.6,2.6
Floyd Dryden,021100004,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,B,G,G,G,G,G,G,G,G
Butte (Harrison Cou,021700008,3.0,2.0,3.0,1.0,-1.0,2.0,2.0,4.0,4.0,2.0,1.0,985.0,-3.0,-1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,-1.0
Butte (Harrison Cou,021700008,G,G,G,G,G,G,G,G,G,G,G,B,G,G,G,G,G,G,G,G,G,G,G,G
Baku,031AZE010001,12.0,10.0,12.0,11.0,10.0,15.0,19.0,16.0,11.0,17.0,20.0,19.0,13.0,16.0,15.0,11.0,11.0,10.0,11.0,11.0,9.0,10.0,13.0,11.0
Baku,031AZE010001,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Buenos Aires,032BAA010002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Buenos Aires,032BAA010002,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
Alamo Lake,040128000,27.0,6.0,4.0,3.0,7.0,6.0,7.0,6.0,6.0,6.0,4.0,3.0,3.0,5.0,4.0,3.0,2.0,3.0,6.0,5.0,3.0,1.0,-1.0,1.0
Alamo Lake,040128000,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
West Phoenix,040130019,4.2,4.7,3.2,3.7,4.7,5.4,7.5,7.5,7.7,10.0,13.0,8.5,2.3,1.5,5.4,5.5,5.0,6.5,6.2,6.7,7.0,4.7,4.5,8.6
West Phoenix,040130019,G,G,G,G,G,G,G,G,G,G,G,G,B,B,G,G,G,G,G,G,G,G,G,G
Mesa - Brooks Reser,040131003,6.4,4.2,4.5,7.5,7.9,7.5,9.1,8.4,7.0,9.1,10.1,5.9,5.0,8.0,5.7,1.3,5.2,6.4,3.6,4.0,4.5,4.5,6.0,4.9
Mesa - Brooks Reser,040131003,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
North Phoenix,040131004,7.2,9.0,2.7,3.7,5.0,4.2,3.1,4.7,6.0,7.2,6.9,8.0,7.7,7.0,5.7,5.0,1.6,-2.8,1.6,7.7,4.7,0.5,3.5,6.5
North Phoenix,040131004,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Glendale Community,040132001,3.3,1.3,4.2,5.7,3.3,4.5,5.4,3.5,2.1,6.5,5.5,4.4,4.0,3.7,4.0,3.1,2.6,4.7,4.5,3.2,4.5,4.2,3.0,4.7
Glendale Community,040132001,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
South Phoenix,040134003,4.7,4.9,6.4,6.0,5.5,5.5,6.7,7.2,11.0,12.1,13.1,13.0,11.0,9.8,6.4,3.1,4.5,4.7,5.2,3.3,4.5,5.0,4.2,6.5
South Phoenix,040134003,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Tempe,040134005,6.0,7.5,6.5,9.6,9.4,7.2,7.5,5.4,5.7,9.8,7.5,0.0,1.5,3.2,3.8,6.0,4.5,5.0,5.2,5.2,6.0,5.9,4.9,6.0
Tempe,040134005,G,G,G,G,G,G,G,G,G,G,G,B,G,G,G,G,G,G,G,G,G,G,G,G
Eastwood,040134021,4.7,2.2,5.9,6.2,5.2,5.5,4.7,5.7,6.7,6.7,5.2,6.5,6.7,9.4,4.4,7.2,6.0,4.5,6.2,8.0,5.2,4.0,6.4,6.4
Eastwood,040134021,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Durango Complex,040139812,5.9,3.2,3.0,5.4,5.7,8.0,8.4,8.1,16.0,37.5,23.1,15.1,12.1,6.0,7.5,3.7,3.2,7.5,10.4,5.4,2.6,0.6,1.0,6.9
Durango Complex,040139812,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Phoenix JLG Supersi,040139997,8.0,5.0,3.0,8.0,7.0,2.0,6.0,6.0,6.0,9.0,7.0,5.0,6.0,8.0,8.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,5.0
Phoenix JLG Supersi,040139997,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Orange Grove,040190011,7.0,12.0,8.0,6.0,10.0,8.0,6.0,7.0,7.0,11.0,9.0,9.0,6.0,-999,6.0,7.0,7.0,5.0,5.0,6.0,4.0,3.0,4.0,6.0
Orange Grove,040190011,G,G,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G,G,G,G,G,G,G
Children's Park Sit,040191028,6.0,5.0,9.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,10.0,6.0,5.0,8.0,6.0,4.0,4.0,6.0,5.0,4.0,5.0,4.0,6.0
Children's Park Sit,040191028,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Green Valley,040191030,7.0,7.0,6.0,5.0,4.0,6.0,7.0,10.0,7.0,4.0,6.0,6.0,2.0,2.0,3.0,1.0,1.0,13.0,7.0,2.0,4.0,7.0,7.0,6.0
Green Valley,040191030,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Rose Elementary,040191032,10.0,6.0,4.0,6.0,5.0,6.0,7.0,7.0,12.0,8.0,8.0,7.0,5.0,3.0,0.0,0.0,1.0,2.0,4.0,6.0,5.0,6.0,4.0,8.0
Rose Elementary,040191032,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Coachline,040191034,7.0,6.0,8.0,5.0,6.0,4.0,4.0,8.0,7.0,8.0,13.0,-999,5.0,3.0,5.0,5.0,6.0,3.0,2.0,6.0,6.0,5.0,7.0,4.0
Coachline,040191034,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G,G,G,G,G,G,G,G,G
Geronimo,040191113,7.0,8.0,7.0,7.0,10.0,7.0,7.0,4.0,4.0,7.0,7.0,9.0,6.0,3.0,2.0,6.0,7.0,6.0,5.0,2.0,4.0,7.0,8.0,9.0
Geronimo,040191113,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Casa Grande Downtow,040210001,10.0,6.0,5.0,8.0,8.0,5.0,5.0,4.0,3.0,8.0,7.0,7.0,5.0,26.0,16.0,27.0,8.0,10.0,6.0,11.0,11.0,23.0,21.0,10.0
Casa Grande Downtow,040210001,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Apache Junction,040213002,6.0,5.7,7.5,7.7,4.0,1.6,4.5,4.0,7.7,5.5,3.2,3.8,5.2,5.2,5.5,5.0,8.3,7.2,5.0,4.0,3.6,3.2,4.7,4.4
Apache Junction,040213002,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Hidden Valley,040213015,3.0,3.0,4.0,12.0,7.0,13.0,6.0,2.0,3.0,39.0,44.0,15.0,10.0,6.0,5.0,4.0,1.0,5.0,6.0,4.0,3.0,10.0,7.0,7.0
Hidden Valley,040213015,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Nogales Post Office,040230004,5.0,4.0,3.0,4.0,6.0,7.0,6.0,7.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,7.0,41.0,29.0,12.0,8.0,10.0,6.0,3.0
Nogales Post Office,040230004,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Yuma Supersite,040278011,11.0,17.0,7.0,7.0,9.0,8.0,7.0,10.0,11.0,11.0,9.0,10.0,8.0,5.0,8.0,7.0,6.0,6.0,4.0,5.0,4.0,4.0,7.0,9.0
Yuma Supersite,040278011,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
MARION,050350005,23.6,22.5,23.3,23.6,23.6,24.3,23.1,23.6,20.8,19.6,17.5,16.3,19.0,18.1,23.1,21.1,20.5,20.3,21.3,21.8,24.0,27.6,29.1,28.5
MARION,050350005,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
PARR,051190007,31.8,30.8,31.8,32.0,32.2,32.2,31.3,32.1,33.6,34.2,33.6,32.2,30.0,27.8,29.3,30.1,30.3,31.6,32.3,31.1,27.1,27.5,28.6,35.1
PARR,051190007,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
ADEQ-DSR,051191008,26.1,-999,21.6,24.6,25.8,22.3,25.3,25.6,16.5,12.3,14.5,20.1,21.0,16.5,14.3,8.6,21.1,35.1,35.1,28.6,33.2,39.3,48.5,42.1
ADEQ-DSR,051191008,G,M,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
El Dorado,051390006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
